51.2867	246.0018	ABAD
49.0721	237.8022	ABBY
50.9638	245.9958	ABCA
50.0155	246.4267	ABCH
51.0886	244.6371	ABCM
51.191	245.5286	ABCN
51.1896	245.5307	ABCO
50.5822	246.1262	ABHR
50.5823	246.1262	ABHV
49.7062	247.1647	ABLR
49.7062	247.1647	ABLT
51.6631	247.232	ABMN
51.6629	247.2319	ABMR
51.0641	245.913	ABNC
50.7261	246.0181	ABOK
51.7917	245.8942	ABOL
49.0294	237.7334	ABOT
42.7607	239.8997	ABRN
51.0431	246.6046	ABSE
51.0609	246.6127	ABSM
42.1964	239.9933	ADLL
42.5528	235.9409	AGNS
42.7731	248.9363	AHID
51.2935	246.0017	AIR2
51.2855	246.0066	AIRD
48.3898	236.5125	AL2H
48.3897	236.5123	ALB4
48.3898	236.5125	ALBH
50.7793	246.0589	ALD1
46.1329	242.8646	ANAT
50.9524	245.8561	AND4
51.286	246.0206	ARDR
48.1741	237.8581	ARLI
45.7082	239.8167	ARLN
43.667	247.3774	ARNG
43.8206	238.6315	ASBU
42.1807	237.3298	ASHL
48.8353	234.8649	BAMF
42.6058	245.125	BASE
42.4116	242.137	BASQ
48.8991	237.2305	BBAY
44.185	248.4739	BBID
49.0522	237.6705	BCAB
49.2514	236.9998	BCBU
49.3119	242.347	BCCG
49.1466	237.9974	BCCH
49.6896	234.9992	BCCO
49.2786	237.2089	BCCQ
50.0244	234.756	BCCR
49.7001	235.0163	BCCY
48.7771	236.3146	BCDN
49.0322	236.9307	BCDT
48.4293	236.5713	BCES
49.3787	238.5593	BCHO
50.5092	243.9714	BCIN
50.6731	239.6212	BCKL
49.8848	240.5046	BCKW
49.1038	237.3426	BCLC
48.4429	236.4774	BCLG
49.1151	236.8529	BCLI
50.1125	239.2115	BCMI
49.2212	237.4615	BCMR
49.1839	236.0468	BCNA
48.6485	236.549	BCNS
50.5443	233.1574	BCOV
49.4945	240.4063	BCPE
50.6856	232.6246	BCPH
49.4993	240.4078	BCPI
50.7003	240.7205	BCSA
49.4722	236.2369	BCSC
49.1921	237.1399	BCSF
49.5654	240.3558	BCSL
48.5595	236.2005	BCSM
49.6992	236.846	BCSQ
49.6022	240.3183	BCSU
49.7333	245.1141	BCSW
49.006	236.9172	BCTS
49.2758	236.9107	BCVC
48.4807	236.6084	BCVI
50.2413	240.7688	BCVR
50.1313	237.0454	BCWS
44.3156	246.5942	BCYI
48.9867	242.6501	BDRY
48.7553	237.521	BELI
44.0572	238.6848	BEND
47.6174	237.8745	BFIR
47.9333	241.0112	BIGD
47.5393	235.7475	BILS
46.317	242.0247	BLDG
42.6131	245.1094	BLKM
42.6118	245.1105	BLKS
44.2458	238.1502	BLNP
42.6161	245.1085	BLOK
47.5992	237.8168	BLVU
42.4068	238.9509	BLY1
48.0161	237.0725	BLYN
44.0894	238.6925	BNDM
50.1567	232.2283	BPEB
46.8832	239.6729	BPKT
48.1315	240.3174	BREW
50.6647	247.8826	BRK1
49.2699	236.9844	BRN3
49.2751	236.9782	BRNB
44.4402	241.8087	BRNT
50.5639	248.1014	BROO
45.4016	238.2915	BRSP
44.7396	247.4685	BSNC
44.5784	247.1371	BSPC
47.5542	237.8677	BSUM
45.4858	237.2026	BTON
44.6963	247.3723	BUEH
42.7795	242.1565	BURN
48.9906	234.5411	C046
50.2001	240.6823	C222
42.8361	235.4367	CABL
51.049	245.9992	CAL0
51.0964	245.6266	CAL6
51.0849	246.0032	CALG
48.2153	237.5214	CAMI
50.8526	246.4517	CAR9
46.1973	236.6327	CATH
47.6142	237.8085	CBLV
50.0015	234.7531	CBRV
46.3212	242.0214	CCPW
48.0106	237.2241	CHCM
44.6477	247.2834	CHCN
47.8316	240.0101	CHEL
43.2244	238.2142	CHEM
49.1435	238.0048	CHLW
46.6122	237.0904	CHST
49.1529	238.0462	CHW2
49.1566	237.9916	CHWK
45.4865	236.0219	CHZZ
43.7509	238.8513	CIHL
42.976	237.9106	CLCV
47.2049	239.0302	CLEM
51.0116	246.0171	CLGR
51.0276	245.9539	CLGY
42.8959	237.864	CLHQ
42.9229	237.9837	CLMS
48.8203	235.8691	CLRS
42.9343	237.8508	CLWZ
50.0534	234.6736	CMBR
48.5387	238.2507	CNCR
44.6783	247.3207	CNDN
47.4839	237.825	COAN
51.207	245.5808	COC1
51.184	245.5262	COCH
48.5448	242.0967	COLV
45.2379	239.8186	COND
44.5855	236.6954	CORV
49.1025	237.3094	COT3
49.6895	235.0044	COU2
46.0592	237.7392	COUG
48.2173	237.3144	COUP
49.6896	235.0044	COUR
50.8329	246.0807	CP32
43.7221	238.7668	CPCO
50.0285	234.731	CPRV
47.4302	239.6858	CPUD
46.8401	237.7435	CPXF
46.8401	237.7435	CPXX
49.5221	244.2311	CRA4
43.4158	241.4251	CRA5
43.8303	247.3647	CRBG
47.0819	237.9465	CRBN
49.6002	244.3305	CRNB
46.2746	237.0875	CROK
46.8707	238.2676	CSHQ
46.8707	238.2676	CSHR
47.3806	237.7642	CSKI
